Taxon,3PINES,AINO,ANDERSON,ANGE,ARTHURB,ARTHURE,ATO,AXELAKE,BALSAM,BARCHAMP,BARRY,BASEBALL,BASINPND,BASSWOOD,BASTIEN,BEAVERWI,BIGJOHN,BIGPOND,BINNEWTR,BLACKGUM,BLACKPND,BLUMOUND,BOGD,BRADSHAW,BRI2,BUCKLAKE,BYRONMRL,CAPITOLA,CEDARBLK,CHANCEHA,CHES2208,CHESPTMC,CHISM1,CLEARLIA,CLEARWTR,COGHILL,COMPASS,CONROY,COT,COTTONWD,CRANBER,CRAWFBOG,CRAWFDC,CROOKEDN,CROOKEDR,CROOKEDU,CUPOLA,DEADFROG,DEEPPOND,DEER,DIA375,DIAB,DIVERS,DUARTE,DUGASBAY,EAGLE,EAGLEPND,EBALTIC,ELAKE68,ELYLAKE,EMRICK,ERIE,ESPOIR,FAKIII98,FAR,FAWN,FIRST,FLINFLON,FORGE,FRENCHBY,FRESH,FRESHPND,FUDGER,FURNIVAL,GEAI,GILES,GOULD,GRAS,GREENNJ,GREENPND,GRENADIE,GREYIS,GUMLIMDH,GUMLIMFT,GUMLIMM,GUMLIMWH,HAMSLAKE,HANSON,HARLOCK,HARR,HARRIE,HAWKE,HELLSKIT,HEMLOCK,HIGHLAKE,HOSTAGE,HOUGHTON,HUMBER3,HUMBER5,HUMBER7,ICEHSMA,IRVIN,JACKSON,JBL004,JEMIMA,JOES3,JOS,KAN,KELLHOL1,KELLHOL2,KELLNERS,KENNYS,KILBRIDE,KIMBLE,KINSMAN,KROENING,LACAWAC,LAKEA,LAKEB,LAKEBI2,LAKEBN7,LAKEGB1,LAKELT1,LANSTJE,LEADINGT,LEVI,LILYLAKE,LILYWAR,LIMABOG,LINSLEY,LITTLEBO,LITTLEM,LONGSWMP,LORRAINE,LOSTMOOS,LOUISEMB,LOVESIC1,LOVESIC3,LOXAHAT1,LXSITE10,LXSITE4,LXSITE5,MANSELL,MARKPOND,MASHPAUG,MAYFLWON,MCCAR,MCDONALD,MERMAID,MILLER51,MKPEACEB,MKPEACED,MOONLAKE,MORRISON,MS9011,MUDCRK1,MUDLAKE,MUDLKMI,MUDLKMN2,NELSONMI,NOBOTTOM,NORTHPND,NORTHRND,NUTHSFT,NUTHSH,OLIVER,ONDRISPD,OPINES,OTTER,PANTHER,PARROTT,PASACACO,PATRICIA,PAW2,PAWELSKI,PAYNTER,PECKER,PEGGY,PENEGOR,PERCH,PERCHDUC,PETERSL,PICKEREL,PIERMONT,PINELAKE,PINEWI,PINHOOK,PINKLAKE,PITCHER,PLEASANT,POGONIA,POLAND,PORQUI2,PRESTON,PRIEND,PROTECTN,PWFTSWAL,QUAG,RAFT,RAMSAYLK,REIDEL,RICEMNB,RICEMSH2,RICEON,RIFESWMP,ROADCUT,ROBPOND,ROM,ROSE1,ROSSPOND,ROUND,ROUNDON,RUBYLAKE,SANDY,SCOTTLK,SILCOX52,SILVERNS,SILVERPA,SNAKE,SOUTHBOG,SPIRIT,SPIRITWD,STEELMN,SUGRLOAF,SZABOPND,TAUPAW,TAYCRK2A,TAYCRK2B,TAYLSL15,TAYLSL7,TERHELL,TERRIEN,THIB127B,TITICUT1,TONAWA,TROUTLBG,TWISMARL,UPMALLOT,VALHALLA,VANNOSTR,WCA2AF1,WCA2AU3,WCA3A15,WEBBS,WENTZEL,WHITGLCH,WICKETT,WINTERGR,WOLSFELD,WOODLAKE,WYLDELK,YELLE
Carya,0.00172724,0.012699967,0.019093877,0.001675042,0.006857535,0.009267615,0.013192612,0,0.008441527,0.005235602,0.011104996,0.00123406,0.005681818,0,0.000981354,0,0.002874891,0.014285714,0.0443234,0.013228305,0.013330942,0.020618557,0,0,0,0.012461059,0.013063039,0.002689178,0.001574269,0,0.04682255,0.036826778,0,0.011415406,0,0,0,0,3.69E-06,0,0.018341709,0.018285975,0.024265396,0,0,0,0.041221984,0.006147356,0.007898894,0,0,0,0.0383639,0.003070389,0.000189037,0.005602241,0.011965812,0,0,0.01704297,0.012248422,0.009184188,0,0,0,0.003343087,0.017737734,0,0.013235653,0.006220642,0.007086847,0.005072446,0.026297798,0,0,0.016809417,0,0,0.00371402,0.010942699,0.006072874,0,0,0,0.001896334,0,0.005059555,0.003319119,0.010437396,0,0,0,0.002253521,0.006290323,0.008840864,0,0.006892009,0.011432927,7.89E-05,0.003347349,0.008584291,0,0.033520547,0,0.009924036,0,0.001703578,0,0,0,0.012031041,0,0.0084256,0.00136346,0.002785515,0,0.011917151,0,0,0,0,0,0,0.00148368,0,0.003246588,0.011724138,0.010634286,0.013438968,0.029398385,0.013915584,0.013622691,0.009395615,0,0,0,0.004655684,0.012062155,0.007110537,0,0,0,0,0,0.034186886,0.002294452,0.00045977,0,0.001716604,0.001730104,0.002357462,5.26E-05,0,0.002185315,0.002129601,0.002267574,0.008928571,0,0,0.003659884,0.009046078,0.007253116,0.005338334,0.010743802,0,0,0.004464286,0,0.017549584,0.01,0.02083241,0.016878355,0,0.002276586,0.029156008,0.011673152,0.006948733,0,0.0022778,0,0,0,0,0.028614251,0,0.005023548,0.016042314,0.003783834,0.000439422,0.007520297,0.009373508,0,0.006515913,0.004849995,0.012244898,0.009246685,0.009554143,0.003903804,0,0.001505844,0,0,0,0.008123759,0.044880788,0,0,0,0.007618073,0.000524539,0.000638343,0,0.00106383,0.012426658,0.060303588,0,0,0.00591716,0.01239248,0,0.00132626,0,0,0,0.027327692,0.003026508,0.112068966,0,0,0,0,0.003717472,0,0.002347418,0.00375398,0,0.007571704,0,0,0.004708196,0.00216763,0.018858932,0,0.001070931,0,0,0.007083085,0.012784297,0.003392008,0.000266698,0.007185611,0
Juglans,0.00172724,0.003174992,0.002300839,0,0,0,0.007915567,0,0,0,0.001687764,0,0,0,0,0.001125474,0,0.002857143,0.007708891,0.004269126,0.019404591,0.010309278,0,0,0,0,0.002528113,0.002689178,0.001787171,0,0.012486308,0.005589519,0,0.006233009,0,0,0,0,0,0,0.006700168,0.002838834,0.005774454,0,0,0.012285012,0.004105884,0.001277839,0.001579779,0.005540166,0,0,0.013489123,0.001871818,0,0.00280112,0,0.00123839,0,0.002238806,0.001239157,0.003004334,0,0,0,0,0.009051084,0,0.006275946,0.004257143,0.001379159,0.000790306,0.020759602,0,0,0.002598525,0.006447803,0,0.003849115,0.001945497,0,0,0,0,0,0,0.004222563,0,0.002725669,0,0,0.00013898,0.000507614,0.000430108,0.000982318,0,0.002635471,0,0.006570966,0.014600451,0,0.00198939,0.008994099,0,0,0,0.005110733,0,0,0.000301136,0.00861178,0,0.0042128,3.34E-05,0,0,0.002638522,0,0,0,0,0,0,0,0,0.000474411,0.003096437,0,0.005925945,0.000325839,0.001661452,0.002636225,0.001360679,0,0,0,0,0.004182883,0,0,0,0,0,0,0,0,0.000229885,0,0,0,0.004094151,5.26E-05,0.002151261,0,0,0,0,0,0,0.000313764,0,0.002762993,0.001358234,0,0,0,0,0,0.002677743,0.003333333,0,0.002362825,0,0,0.000233269,0,0.000164745,0,0.0022778,0.002115385,0.00257485,0,0,0.001827485,0,0.002511774,0.004825936,0.004265335,0.000878845,0.002704327,0.006457556,0,7.54E-05,0.012351106,0,0.003018727,0.003121601,0.000175316,0,0,0.000221594,7.61E-05,0.00025624,0.001408928,0.009666968,0,0,0,0,0.000524539,0.000212781,0,0.004402143,0.004889801,0.002579912,0,0,0,0.001213282,0,0.00132626,0,0.002188372,0,0,0,0,0,0,0,0.000371816,0,0,0.002347418,0.000988917,0,0,0.00030303,0,0.002702296,0,0,0,0.010106375,0,0,0.003812667,0.013762132,0.000664066,0,0.006460213,0
Stachys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001752848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycopus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002915952,0,0,0,0,0,0,0,0,0,0.000443189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lythrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001992197,0,0,0
Magnolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204248,0,0,0,0,0,0,0,0,0,0
Liriodendron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125538,0,0,0,0,0,0,0,0,0,0,0.000766619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tilia,0,0,0,0,0,0,0.023746702,0,0.004286558,0,0.004586314,0,0,0,0.000981354,0,0,0,0,0.001022196,0,0.010309278,0.000817996,0,0,0,0,0.002689178,0.004722808,0,0,0,0,0.006722984,0,0,0,0,0,0,0.01,0.001918754,0.002579468,0.00192718,0,0,0,0.000690667,0,0,0,0,0.002710313,0,0.000189037,0,0,0,0,0.001119403,0,0.001855003,0,0,0,0,0,0,0.00034188,0.004911643,0,0,0.000112339,0,0,0,0,0,0.000464253,0,0.009364024,0,0,0,0,0,0.004008615,0.003319119,0,0,0,0,0.000507614,0.002930108,0.008840864,0.003063755,0.001317735,0.011432927,0.006570966,0.002422107,0.000133067,0.000540443,0,0,0.000301484,0,0,0,0,0,0.004694199,0,0.033274459,0.000234114,0.002785515,0.000656952,0,0,0,0,0,0,0,0.00148368,0,0,0,0,0,0.000651678,0,0,0,0.005285103,0,0.003984986,0.009236588,0.007879271,0,0,0,0,0.000886626,0,0,0.000387832,0.008912366,0.001949663,0,0,0,0,0,0.001831502,0,0,0,0,0,0.00167306,0,0.003050848,0,0,0,0,0,0.001119119,0.001121795,0,0.001006441,0,0,0,0.002276963,0,0,0,0,0,0,0.003571429,0,0.002982849,0,0.000542986,0.000625802,0.002834467,0.002995859,0.001802885,0.009686333,0,0,0.000704887,0,0.000722208,0,8.77E-05,0,0,0,0.00033904,0,0.007044638,0.000834221,0,0,0,0.023936674,0.001049079,0,0,0.00106383,0,0,0,0,0,0.000557072,0,0.00132626,0,0,0,0,0,0,0,0,0,0.013167587,0,0,0,0.001977835,0.000896815,0.024517672,0,0,0.004708196,0,0,0,0.006938563,0,0,0.000352858,0,0.013998107,0.001895713,0.004306809,0
Waltheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024987506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010743802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraxinus,0.00136646,0.014143536,0.016800748,0.003350084,0.017329213,0.044283428,0.021108179,0,0,0,0.008683422,0,0.011363636,0.003636364,0.005888126,0.009112488,0.002874891,0.002857143,0.03124368,0.01160484,0.023840268,0.013745704,0.008336341,0,0.004739336,0,0.010816577,0.016241101,0.006935783,0.003659779,0.003745451,0,0,0.010364794,0,0,0,0.01026999,3.69E-06,0.002530547,0.011691792,0.00731439,0.058890966,0.005928276,0,0,0.012399223,0.004385841,0.009478673,0.013850416,0,0.007434944,0.059683465,0.015631199,0.010946042,0.022408964,0.008547009,0.00371517,0.002182256,0.029482365,0.012176846,0.027915864,0.006375175,0.010676123,0,0.003984798,0.015976165,0.001184613,0.046471306,0.066475142,0.001775196,0.005697446,0.03878947,0.003478261,0.012320329,0.022330438,0.016185513,0.000325627,0.01194405,0.016288489,0.025310347,0.001753851,0,0,0.003431067,0,0.020898869,0.006717784,0.003401585,0.002754821,0,0,0.012282834,0.023010753,0.016699411,0.018239741,0.009245087,0.037395801,0.052252167,0.016097316,0.002728363,0.032002621,0.045305059,0,0.004425435,0,0.015332198,0.005586592,0.011711316,0.030540874,0.026113638,0,0.03673836,0.039475772,0.019498607,0.004931312,0.022471241,0,0,0,0.001372862,0,0,0.008902077,0,0.028107555,0.02676525,0.019622886,0.014338099,0.022286141,0.012772872,0,0.005378147,0.007409286,0,0.024398396,0.04618294,0.04649821,0,0,0,0,0.011003065,0,0.016795915,0.008434686,0.020139031,0.006420418,0,0.010380623,0.012437645,0,0.024879228,0.016452298,0.004298485,0,0.017857143,0.001182432,0.012685936,0.011293416,0,0.027514372,0.019995101,0,0,0.010380659,0.013333858,0.005751905,0.013135228,0.02,0.032606849,0.014756339,0,0,0.004009631,0.015564202,0.021347797,0.002962777,0.00251366,0.01724613,0.000409357,0.005044906,0.023255814,0.002982849,0,0.003597747,0.016421425,0.034040874,0.000878845,0.021669382,0.027807697,0.019900179,0.016289782,0.027521761,0.04288854,0.012277533,0.039117199,0.020966385,0,0.016846317,0.000886377,0.000830319,0,0.019505115,0.048334839,0,0,0.012135922,0.013612461,0.004800401,0.00553079,0,0.016544743,0.013345874,0.002418271,0,0.010416667,0.029585799,0,0.013664741,0.022992221,0.036362586,0.012540835,0,0.005369407,0.000977683,0,0,0,0,0.02351466,0,0,0.002347418,0.003854825,0.000298938,0,0.006342495,0.002622378,0.002702296,0,0.000204248,0.006253909,0.042009407,0.006318257,0,0.015766993,0.001412429,0.017390115,0.006753933,0.014008522,0.006644518
Epilobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001395379,0.000171386,0,0.000145567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abies,0.02623105,0.000287853,0,0.08040201,0,0,0.002638522,0.008816855,0.014937157,0,0.005185593,0.015874069,0.008522727,0.029090909,0.007850834,0.015665486,0.008250807,0,0,0,0,0.020618557,0.006047757,0,0,0,0,5.30E-05,0.000212902,0.016038257,0,0,0.004598573,0.001540586,0.002755906,0.005366143,0.033177251,0.039152834,0.052916356,0,0,0.001202112,0.002887227,0.011563081,0,0.022113022,0,0,0,0.08033241,0,0.029739777,0,0.000935908,0.019755701,0.033613445,0,0.045413534,0,0,0,0.000352836,0.014326019,0,0,0.021476474,0,0.000135682,0,0.0006545,0,0,0,0.019130435,0.002053388,0,0.025659197,0.026235383,0.004642526,0,0,0.016563333,0,0,0,0,0,0.00337215,0,0.123966942,0.009751371,0.047923481,0.013298062,0,0.002946955,0,0.000533376,0,0,0,0,0.01329133,0,0.010462075,0.000771682,0.122901786,0.011925043,0,0,0,0,0.116736037,0.007997658,0,0.038997214,0.004764987,0,0.002409752,0,0,0,0,0,0.007418398,0.040645539,0.00625597,0,0.000612745,0,0.002904444,0,0.00106673,0,0.007953009,0,0.002648087,0.000149562,0.003696388,0,0,0,0.009214744,0.009994018,0.000744828,0,0.01205401,0.004628597,0.023496632,0.031752557,0,0,0,0,0.014620796,0.111524922,0,0,0.020567648,0.000989153,0.007006005,0.001240695,0.000287855,0.002005817,0,0,0.013696691,0,0.002238238,0.00130246,0,0.015800204,0,0,0,0.002199207,0.007782101,0.001490066,0.009937494,0.00706926,0.020943949,0.001696782,0.000491159,0,0,0.003542373,0,0,0.007099802,0.00291576,0,0,0.001660634,0,0.000704887,0,0.000142017,0,0.002544098,0,0.005888837,0,0.000864879,0,0,0,0.031466029,0.041815141,0.012135922,0.002178539,0.006898559,0,0.00490565,0.001210654,0,0,0,0.020833333,0,0.001114144,0.02321355,0.00545364,0,0.010941858,0.130788812,0,0,0,0,0,0,0.003423355,0.033457249,0,0,0.010575557,0.001494691,0,0.032621564,0.01073908,0.000849673,0,0,0,0.003725769,0,0.003520429,0.001858986,0,0.000332033,0.017861516,0.007185611,0.006644518
Larix,0.00068323,0,0,0,0,0,0,0.028073908,0,0,0.001810065,0,0.002840909,0.010909091,0.00686948,0.003376423,0.002874891,0,0.003440886,0.001022196,0,0,0.014880308,0.000529716,0.004739336,0,0,0.002689178,0.02051049,0.00459254,0,0,0.002307708,0,0,0.007923213,0,0.005776569,0,0,0,0.009949787,0.002887227,0.00770872,0,0.017199017,0,0,0,0,0,0.001858736,0,0,0.001512298,0,0,0.002591774,0.002373983,0,0.003645896,0.000705671,0.003182409,0,0,0.006044462,0,0.004774971,0.00034188,0.008514286,0,0,0,0.007536232,0.004106776,0,0,0.005504458,0.000464253,0,0.000254712,0,0,0,0,0,0.001478837,0,0,0,0.003324729,0,0.003776364,0.00594086,0.001964637,0.001068849,0.000533376,0.003164557,0,0,0,0.002169538,0,0,0,0,0.008517888,0.009310987,0,0.015571573,0.011938275,0,0.0042128,0,0.002785515,0.001313903,0.001319261,0,0,0.004577628,0.00446136,0.005665722,0,0.002967359,0,0.000237206,0,0,0.013227784,0,0,0,0,0,0,0,0,0.003696388,0,0.014489597,0.013094636,0.004607372,0.002639474,0,0,0.002488368,0.000229885,0.008134704,0.001716604,0,0,0,0,0,0.008518406,0,0,0,0.005470036,0.001986824,0,0,0.004659217,0,0,0.00288347,0,0.000798183,0,0,0.007900102,0,0.003084024,0,0,0.011673152,0.001654811,0.001275743,0.00035379,0.009204386,0,0.005044906,0,0,0.002542373,0,0.01815644,0.000949367,0.004593351,0,0.010311985,0.001656062,0.000226131,0.000704887,0,0.032561751,0,0,0.0015625,0.001505844,0.016111563,0.00088916,0,0.000219871,0.001668442,0,0,0.004854369,0,0.00318701,0,0,0.005759621,0,0,0,0,0,0,0.001371977,0,0,0.004376743,0,0,0,0,0,0,0,0,0,0.000549104,0,0,0.003068412,0.030737457,0.006342495,0.001560758,0.005557869,0,0,0,0.013319169,0.001242422,0,0,0,0.000664066,0.011078757,0.008613618,0
Picea,0.0783707,0.017894233,0,0.127303183,0,0,0.018469657,0.021113776,0,0,0.020509998,0.091360253,0.022727273,0.105454545,0.026496565,0.051480816,0.019619302,0,0,0.024322047,0,0,0.016672681,0.489002751,0.253554502,0,0.002809763,0.002901249,0.001361367,0.13053421,0,0.008879181,0.433171205,0,0.01884995,0.49140973,0.362602214,0.149868802,0.252256881,0.000662843,0.008358459,0.002787975,0.005201238,0.00578154,0.083333333,0.031941032,0,0.002555677,0.006319115,0.011080332,0.053864169,0.301115242,0.003010808,8.76E-05,0.053917087,0.058823529,0.003418803,0.209040248,0.183025795,0,0.004885054,0.004062841,0.103619895,0,0.10666373,0.022332089,0.00522411,0.15569288,0,0.004257143,0.003741442,0.000790306,0,0.145507246,0.145790554,0.003870789,0.010397777,0.596963676,0.01088045,0.009482134,0.006327587,0.120358259,0,0,0,0,0,0.013647692,0.001584472,0.085399449,0.532484949,0.244348702,0.014820905,0.007150538,0.008840864,0.006270301,0.005595213,0.005393254,0.009974787,0.004272591,0.004292146,0.016545636,0,0.448706771,0.003050785,0.191651786,0.04770017,0.314711359,0.021051091,0.008839763,0.00861178,0.119702455,0.004105815,0.002325581,0.04178273,0.007725444,0.005949816,0.064301914,0.168772181,0.246146295,0.642497574,0.752832861,0.131234533,0.011869436,0.281556488,0.085820191,0,0.011247032,0.001375894,0.000325839,0.004206245,0.00734471,0,0.010620915,0.194019804,0.041289593,0.004580904,0.003696388,0,0.135804412,0.052147457,0.267373791,0.061177191,0.415062069,0.007332617,0.033124453,0.002429241,0.029681673,0.280461705,0,0.000310387,0.007188637,0.006575318,0.016452298,0.203081904,0,0,0.105024073,0.012547446,0.028861069,0.003282344,0.020088958,0.003672075,0,0,0.093425514,0,0.01150381,0.006223793,0,0.010919426,0.002362825,0.364846345,0,0.048659869,0,0.012579508,0.149188007,0.01904791,0.024545028,0.145698078,0.036742212,0,0.000365497,0.076016949,0.005566534,0,0.028426476,0.020890911,0.002410468,0.000625652,0.008294027,0.006742044,0.010320661,0,0.000710086,0,0.020615755,0.1796875,0.03903036,0.000443189,0.002304158,0.002951013,0.001738734,0.003315014,0.220371491,0.056234724,0.024271845,0.004357078,0.026020617,0.000638343,0.257198916,0.004402143,0.003455682,0,0.462625906,0.104166667,0,0.019176483,0.132248635,0.01621232,0.002038043,0.010672258,0.273888384,0,0.004004191,0,0,0,0,0.007962159,0.126394052,0.340589758,0,0.03606619,0.015342061,0,0.086694856,0.044639961,0.005711146,0,0,0,0.003725769,0.001053043,0.383285706,0.004165525,0.009017818,0.004899337,0.002162412,0.021556832,0.184385382
